popularity,vote_average,vote_count,runtime,release_year,is_drama,is_comedy,is_thriller,is_action,is_romance,is_horror,is_adventure,is_crime,cluster_id,original_title
0.1788149215456953,0.7662337662337664,0.2438249461924772,0.1855555555555555,1.0,1,0,0,0,0,0,0,1,3,The Hateful Eight
0.1743086655313463,0.5974025974025974,0.1607051347750333,0.1211111111111111,1.0,0,0,1,1,0,0,0,1,1,Taken 3
0.1689556182803832,0.7142857142857144,0.3862867684739162,0.1277777777777777,1.0,0,0,0,1,0,0,1,0,1,Ant-Man
0.1684594638561233,0.6883116883116884,0.1521984216459977,0.1244444444444444,1.0,1,0,0,0,1,0,0,0,3,Cinderella
0.1660384145880435,0.6493506493506493,0.2429025315158348,0.1511111111111111,1.0,0,0,0,0,0,0,1,0,2,The Hunger Games: Mockingjay - Part 2
0.165589128961285,0.6103896103896105,0.1936045915752793,0.1444444444444444,1.0,0,0,0,1,0,0,1,0,1,Tomorrowland
0.1617973644213926,0.7532467532467533,0.1410269550066618,0.1366666666666666,1.0,1,0,0,1,0,0,0,0,1,Southpaw
0.1487846945060856,0.5974025974025974,0.2101055652352157,0.1266666666666666,1.0,1,0,1,1,0,0,0,0,1,San Andreas
0.1427993732313926,0.4935064935064935,0.1901199139079635,0.1388888888888889,1.0,1,0,0,0,1,0,0,0,3,Fifty Shades of Grey
0.140908978188062,0.7532467532467533,0.1573229476273444,0.1444444444444444,1.0,1,1,0,0,0,0,0,0,3,The Big Short
0.1384432732028287,0.7272727272727273,0.2397253254073998,0.1455555555555555,1.0,0,0,0,1,0,0,0,0,1,Mission: Impossible - Rogue Nation
0.1383776690127946,0.6233766233766234,0.1697243005022035,0.1277777777777777,1.0,0,1,0,0,0,0,0,0,2,Ted 2
0.1365356585754226,0.7922077922077924,0.3918212565337706,0.1444444444444444,1.0,0,1,0,1,0,0,1,1,1,Kingsman: The Secret Service
0.1231511911616968,0.8181818181818183,0.1587578149021215,0.1422222222222222,1.0,1,0,1,0,0,0,0,0,0,Spotlight
0.1203196003310283,0.6363636363636365,0.1884800655939325,0.1466666666666666,1.0,0,0,1,1,0,0,0,0,1,Maze Runner: The Scorch Trials
0.1190597209736171,0.6363636363636365,0.0425335656451778,0.1144444444444444,1.0,1,0,0,0,0,0,0,0,3,Mr. Holmes
0.1182176590593899,0.6623376623376624,0.2029312288613303,0.1333333333333333,1.0,0,0,0,1,0,0,0,1,1,Chappie
0.1175569787851692,0.6883116883116884,0.1285231116121758,0.1277777777777777,1.0,0,1,0,0,0,0,0,0,2,Pitch Perfect 2
0.1105977808927978,0.7272727272727273,0.1668545659526494,0.1566666666666666,1.0,1,0,1,0,0,0,0,0,0,Bridge of Spies
0.1104865508681974,0.6103896103896105,0.0604694065798913,0.1144444444444444,1.0,0,1,0,0,0,1,1,0,2,Goosebumps
0.1078582905839979,0.8441558441558443,0.1547606846366711,0.13,1.0,1,0,1,0,0,0,0,0,0,Room
0.1018094569349419,0.6103896103896105,0.0475556011068976,0.1122222222222222,1.0,1,0,0,0,0,0,0,1,3,Solace
0.1012278109136875,0.6623376623376624,0.1103822896382084,0.1033333333333333,1.0,0,1,0,0,0,0,1,0,2,The Good Dinosaur
0.0981426859604426,0.6233766233766234,0.0824023777800553,0.1266666666666666,1.0,1,0,1,1,0,0,0,1,1,Run All Night
0.0978382813060375,0.7532467532467533,0.0762529466024392,0.1233333333333333,1.0,1,0,0,0,1,0,0,0,3,Brooklyn
0.0970922003833297,0.8051948051948055,0.0930613918212565,0.1633333333333333,1.0,1,0,0,0,0,0,0,0,3,Straight Outta Compton
0.0933871400871977,0.5324675324675325,0.0890642615558061,0.1177777777777777,1.0,0,0,0,1,0,0,1,0,1,The Last Witch Hunter
0.0933573392929262,0.7012987012987015,0.1050527826176078,0.1355555555555555,1.0,1,0,0,0,0,0,0,0,3,Steve Jobs
0.0925660569620203,0.7142857142857144,0.1576304191862252,0.1288888888888889,1.0,0,1,0,1,0,0,1,0,1,The Man from U.N.C.L.E.
0.0917302704948065,0.7532467532467533,0.1241160192682177,0.1244444444444444,1.0,1,0,0,0,1,0,0,0,3,The Age of Adaline
0.0916514787711934,0.5714285714285716,0.0395613405759967,0.1077777777777777,1.0,0,0,0,1,0,0,1,0,1,Hardcore Henry
0.0902321666802382,0.7012987012987015,0.1076150456082812,0.1044444444444444,1.0,0,1,0,0,0,0,0,0,2,Home
0.0899841197842774,0.6103896103896105,0.1272932253766526,0.1211111111111111,1.0,1,0,0,0,1,0,0,0,3,Paper Towns
0.0888953448855319,0.4935064935064935,0.0482730347442861,0.1022222222222222,1.0,1,0,1,0,0,0,0,1,0,Wild Card
0.0874639972754252,0.6623376623376624,0.0643640463257148,0.1311111111111111,1.0,1,1,1,0,1,0,0,0,3,The Lobster
0.0874066087672299,0.7272727272727273,0.0565747668340678,0.1311111111111111,1.0,1,0,0,0,1,0,0,0,3,Carol
0.0853320429963313,0.7272727272727273,0.1276006969355334,0.1344444444444444,1.0,0,1,0,0,0,0,0,0,2,The Intern
0.0848231860971988,0.6753246753246755,0.1190939838064979,0.1344444444444444,1.0,1,0,0,0,0,0,1,0,3,Everest
0.0846800937788249,0.6363636363636365,0.1015681049502921,0.1377777777777777,1.0,1,1,0,0,0,0,0,0,3,Joy
0.0792596233676789,0.5194805194805197,0.0507328072153325,0.1266666666666666,1.0,0,0,1,1,0,0,0,1,1,Point Break
0.0783430139935192,0.6233766233766234,0.0636466126883263,0.1111111111111111,1.0,1,0,0,0,0,0,0,0,3,Burnt
0.0781809740694285,0.6103896103896105,0.0726657784154965,0.1288888888888889,1.0,0,0,1,0,0,0,0,0,0,Self/less
0.0780837197988049,0.4935064935064935,0.070308496464077,0.1177777777777777,1.0,0,1,0,0,0,0,1,0,2,Mortdecai
0.0775425155471926,0.7532467532467533,0.0878343753202828,0.1333333333333333,1.0,1,0,0,0,0,0,0,0,3,The Danish Girl
0.0773269069522191,0.4545454545454546,0.0588295582658604,0.1477777777777777,1.0,1,0,1,1,0,0,0,1,1,Blackhat
0.0754200805452108,0.7272727272727273,0.1505585733319668,0.1344444444444444,1.0,1,0,1,1,0,0,0,1,1,Sicario
0.0753956153967092,0.3766233766233767,0.1593727580198831,0.1111111111111111,1.0,0,0,0,1,0,0,1,0,1,Fantastic Four
0.0747119251501059,0.5584415584415585,0.0707184585425848,0.1022222222222222,1.0,0,0,0,0,0,1,0,0,0,The Witch
0.0728924396264102,0.7012987012987015,0.1875576509172901,0.1333333333333333,1.0,0,1,0,1,0,0,0,1,1,Spy
0.0726163502739884,0.6753246753246755,0.1866352362406477,0.1166666666666666,1.0,1,1,0,0,1,0,0,1,3,Focus
0.0713821183956756,0.5194805194805197,0.0830173208978169,0.1066666666666666,1.0,0,0,1,1,0,0,0,1,1,Hitman: Agent 47
0.0711143356736001,0.6363636363636365,0.0814799631034129,0.1355555555555555,1.0,1,0,1,1,0,0,1,0,1,In the Heart of the Sea
0.0706843008142498,0.5064935064935066,0.0276724402992723,0.1066666666666666,1.0,0,0,1,1,0,0,0,1,1,Survivor
0.0706822089985787,0.7532467532467533,0.1189914932868709,0.1477777777777777,1.0,1,0,0,0,0,0,0,0,3,Creed
0.0702609051959428,0.5974025974025974,0.085989545966998,0.1388888888888889,1.0,0,1,0,0,0,0,0,0,2,Trainwreck
0.0695957684448575,0.7402597402597404,0.0261350825048683,0.1133333333333333,1.0,1,0,1,0,0,0,0,0,0,Eye in the Sky
0.0691598219325236,0.6753246753246755,0.0624167264528031,0.1455555555555555,1.0,0,0,1,0,0,0,0,1,0,Legend
0.0688776996624415,0.5194805194805197,0.0072768268935123,0.1055555555555555,1.0,0,0,1,0,0,0,0,0,0,Beyond the Reach
0.0677417224883341,0.5714285714285716,0.0590345393051142,0.1233333333333333,1.0,0,0,0,0,0,0,1,0,2,Pan
0.0656456625535103,0.4675324675324675,0.0017423388336578,0.12,1.0,0,0,0,1,0,0,1,0,1,Mythica: The Darkspore
0.0649202875743299,0.8051948051948055,0.0572922004714563,0.1166666666666666,1.0,1,1,0,0,0,0,0,0,3,Me and Earl and the Dying Girl
0.0648806643412548,0.6363636363636365,0.0414061699292815,0.0977777777777777,1.0,0,1,0,0,0,0,1,0,2,The Peanuts Movie
0.0643254237033274,0.7012987012987015,0.0502203546171979,0.1366666666666666,1.0,1,0,0,0,0,0,0,0,3,Concussion
0.0635489962953035,0.5974025974025974,0.0361791534283078,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2,The Night Before
0.0630840068929267,0.4285714285714286,0.0474531105872706,0.11,1.0,1,0,1,0,0,1,0,0,0,Knock Knock
0.0627739634310603,0.7532467532467533,0.0718458542584811,0.1422222222222222,1.0,1,0,0,0,1,0,0,0,3,The Longest Ride
0.062454249111236,0.6883116883116884,0.0931638823408834,0.0988888888888888,1.0,0,1,0,0,0,0,0,0,2,Hotel Transylvania 2
0.0623150978948512,0.4935064935064935,0.0103515424823203,0.1188888888888888,1.0,0,1,0,0,0,0,0,0,2,Love the Coopers
0.0621427201570814,0.6883116883116884,0.0713334016603464,0.1366666666666666,1.0,1,0,1,0,0,0,1,0,0,The Walk
0.0614383239669507,0.5714285714285716,0.0323870042021113,0.1044444444444444,1.0,1,0,0,1,0,0,0,1,1,Tracers
0.0606406146081856,0.5974025974025974,0.0856820744081172,0.11,1.0,0,1,0,0,0,0,1,0,2,Vacation
0.0601613462901406,0.4545454545454546,0.059342010863995,0.1033333333333333,1.0,0,0,1,0,0,1,0,0,0,Poltergeist
0.0600252266906706,0.4675324675324675,0.0383314543404735,0.1055555555555555,1.0,0,0,0,0,0,1,0,0,0,Maggie
0.0594105966773842,0.5324675324675325,0.0128113149533668,0.1122222222222222,1.0,1,0,0,0,1,0,0,0,3,Equals
0.0593061574746728,0.5714285714285716,0.0339243619965153,0.1522222222222222,1.0,0,0,1,0,0,0,0,1,0,Child 44
0.0584093748751352,0.6623376623376624,0.0636466126883263,0.12,1.0,0,0,1,0,0,0,0,0,0,The Gift
0.0577472394247955,0.5454545454545456,0.0571897099518294,0.1066666666666666,1.0,0,1,0,0,0,0,0,0,2,Daddy's Home
0.0568722844670438,0.5064935064935066,0.0001024905196269,0.0,1.0,0,0,0,1,0,0,1,0,1,Mythica: The Necromancer
0.0567709981459237,0.3376623376623377,0.0175258788562058,0.1066666666666666,1.0,0,0,1,1,0,0,1,0,1,Vice
0.0565378971213524,0.7792207792207793,0.0423285846059239,0.1022222222222222,1.0,0,0,0,0,0,0,1,0,2,The Little Prince
0.0558337131444058,0.5454545454545456,0.0274674592600184,0.1022222222222222,1.0,0,1,0,0,0,0,1,0,2,Alvin and the Chipmunks: The Road Chip
0.0552683469059833,0.7012987012987015,0.0191657271702367,0.1311111111111111,1.0,1,0,0,0,0,0,0,0,3,The Dressmaker
0.0533125902019717,0.6883116883116884,0.0761504560828123,0.1111111111111111,1.0,0,1,0,0,1,0,0,0,2,The DUFF
0.0528174665274629,0.5194805194805197,0.0328994568002459,0.1077777777777777,1.0,0,0,0,0,0,1,0,0,0,Sinister 2
0.0526020398295042,0.4935064935064935,0.042226094086297,0.1044444444444444,1.0,0,1,0,1,0,0,1,0,1,Paul Blart: Mall Cop 2
0.0522846901708734,0.7142857142857144,0.0476580916265245,0.0088888888888888,1.0,0,0,0,0,0,0,1,0,2,Frozen Fever
0.0503771058596365,0.5064935064935066,0.0154760684636671,0.1322222222222222,1.0,1,0,0,1,0,0,0,0,1,High-Rise
0.0500523893719029,0.3116883116883117,0.0819924157015476,0.1011111111111111,1.0,0,0,1,0,0,0,0,0,0,The Boy Next Door
0.049918573801288,0.5324675324675325,0.0106590140412011,0.1155555555555555,1.0,0,0,1,1,0,0,0,0,1,Spooks: The Greater Good
0.0464726258028555,0.6103896103896105,0.0362816439479348,0.1155555555555555,1.0,0,1,0,0,0,0,0,0,2,Entourage
0.0457783552132199,0.6493506493506493,0.0446858665573434,0.1122222222222222,1.0,0,1,0,0,0,0,0,0,2,The Wedding Ringer
0.045460581128221,0.6103896103896105,0.0284923644562877,0.1033333333333333,1.0,0,1,0,0,0,1,0,0,2,Scouts Guide to the Zombie Apocalypse
0.0453240977347212,0.5714285714285716,0.0736906836117659,0.1044444444444444,1.0,0,0,1,0,0,1,0,0,0,The Visit
0.0449643660716229,0.6233766233766234,0.0858870554473711,0.1355555555555555,1.0,1,0,0,0,0,0,0,1,3,Black Mass
0.0439283413071932,0.5064935064935066,0.0228553858768063,0.1033333333333333,1.0,0,0,1,1,0,0,0,1,1,Heist
0.0438959030062059,0.5714285714285716,0.0340268525161422,0.1088888888888888,1.0,0,1,0,0,0,1,0,0,2,Krampus
0.0437565698928062,0.5454545454545456,0.0319770421236035,0.1255555555555555,1.0,1,0,1,0,0,0,0,0,0,Dark Places
0.0428162835905427,0.6753246753246755,0.0521676744901096,0.1144444444444444,1.0,0,0,1,1,0,0,0,0,1,No Escape
0.0426847114164447,0.7532467532467533,0.0448908475965973,0.1144444444444444,1.0,1,1,0,0,0,0,0,1,3,Dope
0.0420844815835032,0.5714285714285716,0.0702060059444501,0.1066666666666666,1.0,0,1,0,1,0,0,0,0,2,American Ultra
0.04207784234246,0.7532467532467533,0.0273649687403915,0.1333333333333333,1.0,1,0,0,0,0,0,0,0,3,Woman in Gold
0.0418440440459983,0.3896103896103897,0.0012298862355232,0.1166666666666666,1.0,0,0,0,1,0,0,1,0,1,The Scorpion King: The Lost Throne
0.0417314194776172,0.5714285714285716,0.0398688121348775,0.1311111111111111,1.0,0,1,0,0,0,0,0,0,2,Sisters
0.0412560922615613,0.6233766233766234,0.0642615558060879,0.1177777777777777,1.0,0,0,1,0,0,0,0,0,0,Project Almanac
0.0412530909608158,0.5584415584415585,0.0193707082094906,0.0944444444444444,1.0,0,1,0,0,0,0,0,0,2,Absolutely Anything
0.041101358534235,0.4935064935064935,0.040688736291893,0.1066666666666666,1.0,0,0,1,1,0,0,0,1,1,The Transporter Refueled
0.0408030474298285,0.6363636363636365,0.08291483037819,0.1322222222222222,1.0,1,0,1,0,0,1,0,0,0,Crimson Peak
0.0407077637101994,0.4675324675324675,0.0162959926206825,0.1,1.0,0,0,1,1,0,0,0,0,1,Everly
0.0405756458450568,0.6233766233766234,0.0503228451368248,0.1277777777777777,1.0,1,1,0,0,0,0,0,0,3,Magic Mike XXL
0.0405708255741624,0.4545454545454546,0.0263400635441221,0.0977777777777777,1.0,0,0,1,0,0,1,0,0,0,Paranormal Activity: The Ghost Dimension
0.0403095001961153,0.6623376623376624,0.0224454237982986,0.0933333333333333,1.0,0,0,1,0,1,0,0,0,0,Slow West
0.0399013536108891,0.7402597402597404,0.0269550066618837,0.1377777777777777,1.0,1,0,0,0,0,0,0,0,3,Trumbo
0.0398718559783091,0.6103896103896105,0.0196781797683714,0.1233333333333333,1.0,1,0,0,0,0,0,0,1,3,Secret in Their Eyes
0.0392010804197625,0.6363636363636365,0.012503843394486,0.0933333333333333,1.0,0,1,0,0,0,0,0,0,2,Mistress America
0.0391365979279868,0.5454545454545456,0.0536025417648867,0.1033333333333333,1.0,0,0,0,0,0,0,0,0,2,The SpongeBob Movie: Sponge Out of Water
0.0389403916812674,0.5844155844155845,0.0352567387516654,0.1111111111111111,1.0,1,0,0,0,0,0,0,1,3,True Story
0.0387702270238453,0.7142857142857144,0.0209080660038946,0.1233333333333333,1.0,1,0,0,0,0,0,1,0,3,Max
0.038001772768307,0.7012987012987015,0.0338218714768883,0.0944444444444444,1.0,0,1,0,0,0,0,1,0,2,Shaun the Sheep Movie
0.0379442023630968,0.6233766233766234,0.0033821871476888,0.1211111111111111,1.0,1,0,0,0,0,0,0,0,3,Louder Than Bombs
0.0377484508589146,0.6233766233766234,0.0094291278056779,0.1177777777777777,1.0,1,1,0,0,0,0,0,0,3,A Perfect Day
0.0371451894090584,0.5324675324675325,0.0279799118581531,0.1277777777777777,1.0,1,0,0,1,0,0,0,1,1,The Gunman
0.0361087705344298,0.5324675324675325,0.0648764989238495,0.0911111111111111,1.0,0,0,1,0,0,1,0,0,0,Unfriended
0.0357356694407376,0.5194805194805197,0.0473506200676437,0.0966666666666666,1.0,0,1,0,1,0,0,0,1,1,Hot Pursuit
0.0353079992425808,0.6233766233766234,0.0614943117761607,0.1077777777777777,1.0,1,0,1,0,0,1,0,0,0,Insidious: Chapter 3
0.0352197185580247,0.5194805194805197,0.0175258788562058,0.1077777777777777,1.0,1,0,1,0,0,0,0,0,0,Z for Zachariah
0.034704222417849,0.3896103896103897,0.0050220354617197,0.1077777777777777,1.0,0,0,0,1,0,0,1,0,1,Dragonheart 3: The Sorcerer's Curse
0.0346347983905024,0.5714285714285716,0.0128113149533668,0.1155555555555555,1.0,1,1,0,0,0,0,0,0,3,The Lady in the Van
0.0345098048251093,0.5194805194805197,0.0407912268115199,0.1211111111111111,1.0,1,0,1,0,0,0,0,0,0,Victor Frankenstein
0.0341971238565271,0.7792207792207793,0.0001024905196269,0.1088888888888888,1.0,1,0,0,0,0,0,1,0,3,Brothers of the Wind
0.0341109653038113,0.6753246753246755,0.0255201393871066,0.1,1.0,1,1,0,0,1,0,0,0,3,Anomalisa
0.0325378592867733,0.6233766233766234,0.0215230091216562,0.1466666666666666,1.0,1,0,0,0,0,1,1,0,3,Bone Tomahawk
0.0323116703487675,0.4805194805194806,0.0307471558880803,0.1177777777777777,1.0,0,0,1,0,0,1,0,0,0,Regression
0.032225784641574,0.6623376623376624,0.0141436917085169,0.1266666666666666,1.0,1,0,0,0,0,0,0,0,3,Pawn Sacrifice
0.03172444615239,0.7272727272727273,0.0096341088449318,0.12,1.0,1,0,0,0,0,0,0,0,3,The Man Who Knew Infinity
0.0315851130389904,0.5584415584415585,0.0092241467664241,0.1066666666666666,1.0,0,0,1,1,0,0,0,0,1,Momentum
0.0314780363295632,0.6883116883116884,0.0180383314543404,0.1133333333333333,1.0,1,0,0,0,1,0,0,0,3,The Diary of a Teenage Girl
0.0314305915248481,0.4935064935064935,0.0106590140412011,0.1044444444444444,1.0,0,0,1,0,0,1,0,0,0,Pay the Ghost
0.0311515311878499,0.5844155844155845,0.0369990775853233,0.1122222222222222,1.0,0,1,1,0,0,1,0,1,0,The Voices
0.0309642075786906,0.6233766233766234,0.0232653479553141,0.1277777777777777,1.0,0,0,0,1,0,0,1,0,1,Last Knights
0.0305710978133614,0.5454545454545456,0.0206005944450138,0.1388888888888889,1.0,0,0,0,0,1,1,0,0,0,Il racconto dei racconti
0.0305280488531726,0.5974025974025974,0.0316695705647227,0.1055555555555555,1.0,1,0,0,0,0,0,0,0,3,Irrational Man
0.029505241938491,0.5844155844155845,0.0020498103925386,0.1422222222222222,1.0,1,0,0,0,0,0,0,0,3,Queen of the Desert
0.0289831975057796,0.5194805194805197,0.0145536537870247,0.1111111111111111,1.0,1,1,0,0,0,0,0,0,3,Ricki and the Flash
0.0289089532075386,0.7402597402597404,0.0132212770318745,0.1244444444444444,1.0,1,1,0,0,1,0,0,0,3,Miss You Already
0.0288907331898812,0.8051948051948055,0.0488879778620477,0.0344444444444444,1.0,0,1,0,1,0,0,0,0,2,Kung Fury
0.028822430860793,0.5324675324675325,0.0114789381982166,0.1111111111111111,1.0,1,0,1,0,0,0,0,0,0,The Perfect Guy
0.0284476926939669,0.5584415584415585,0.0060469406579891,0.1333333333333333,1.0,1,0,1,0,0,0,0,1,0,A Bigger Splash
0.0284230759646195,0.5714285714285716,0.0261350825048683,0.1077777777777777,1.0,1,1,0,0,0,0,0,0,3,While We're Young
0.0281113954296192,0.5714285714285716,0.0667213282771343,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2,Get Hard
0.0277991692035742,0.5584415584415585,0.012401352874859,0.1055555555555555,1.0,1,0,1,1,0,0,0,1,1,Kidnapping Mr. Heineken
0.0276792687545978,0.4285714285714286,0.0248027057497181,0.1322222222222222,1.0,0,1,0,0,0,0,0,0,2,The Ridiculous 6
0.0274905506016577,0.4675324675324675,0.0088141846879163,0.1,1.0,0,1,1,0,0,0,0,0,2,Kill Me Three Times
0.0274655700782805,0.5584415584415585,0.0258276109459874,0.1333333333333333,1.0,1,0,0,0,0,0,0,0,3,The 33
0.0272309229290827,0.7272727272727273,0.0226504048375525,0.1177777777777777,1.0,1,0,0,0,0,0,0,0,3,Suffragette
0.0271151454791103,0.5844155844155845,0.0160910115814287,0.1055555555555555,1.0,1,0,0,0,0,0,0,0,3,45 Years
0.026704694865029,0.6103896103896105,0.0412011888900276,0.1066666666666666,1.0,1,0,0,0,1,0,0,0,3,We Are Your Friends
0.0266843830317005,0.5194805194805197,0.0210105565235215,0.1066666666666666,1.0,0,1,0,1,0,0,1,0,1,Barely Lethal
0.0265137939479103,0.6363636363636365,0.026545044583376,0.1255555555555555,1.0,1,0,0,0,0,0,0,0,3,Macbeth
0.026438246054396,0.3506493506493507,0.0048170544224659,0.0922222222222222,1.0,0,0,1,1,0,0,0,0,1,Extraction
0.0261056776788534,0.4805194805194806,0.0084042226094086,0.1044444444444444,1.0,1,1,0,0,0,0,0,0,3,Jenny's Wedding
0.025728817380187,0.6753246753246755,0.0258276109459874,0.1244444444444444,1.0,0,1,0,1,0,0,1,0,1,Descendants
0.0255598350533616,0.6623376623376624,0.0012298862355232,0.1166666666666666,1.0,0,1,0,0,1,0,0,0,2,Tumbledown
0.0255303677369507,0.7012987012987015,0.0215230091216562,0.1322222222222222,1.0,1,0,0,0,1,0,0,0,3,Far from the Madding Crowd
0.0253708743710683,0.7532467532467533,0.0118889002767244,0.1177777777777777,1.0,1,0,0,0,0,0,0,0,3,The End of the Tour
0.0252358461536875,0.6363636363636365,0.0190632366506098,0.1355555555555555,1.0,1,1,0,0,0,0,0,0,3,The Second Best Exotic Marigold Hotel
0.0251334987666472,0.7272727272727273,0.0105565235215742,0.1177777777777777,1.0,1,1,0,0,0,0,0,0,3,Little Boy
0.024901034381628,0.6363636363636365,0.0004099620785077,0.0533333333333333,1.0,0,0,0,1,0,0,1,0,1,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League
0.0248782366224295,0.8051948051948055,0.0066618837757507,0.1044444444444444,1.0,1,0,1,0,0,0,0,0,0,Remember
0.0246816362655111,0.4805194805194806,0.0470431485087629,0.1166666666666666,1.0,0,1,0,0,1,0,1,0,2,Aloha
0.0246721473045681,0.2727272727272727,0.0055344880598544,0.1111111111111111,1.0,0,1,0,0,1,0,0,0,2,Accidental Love
0.0245743473428999,0.4935064935064935,0.0022547914317925,0.0744444444444444,1.0,0,0,0,1,0,0,0,0,1,Halo: The Fall of Reach
0.0241224848417638,0.5454545454545456,0.0114789381982166,0.12,1.0,1,1,0,0,0,0,0,0,3,Our Brand Is Crisis
0.024022714329101,0.4675324675324675,0.0048170544224659,0.1122222222222222,1.0,1,0,0,0,0,0,0,0,3,Into the Forest
0.0238862309356012,0.6363636363636365,0.018653274572102,0.1111111111111111,1.0,0,0,1,0,0,0,0,0,0,The Invitation
0.0236994833336556,0.3896103896103897,0.004612073383212,0.1,1.0,1,0,0,0,0,0,0,0,3,The Benefactor
0.0234599855973943,0.5324675324675325,0.0023572819514194,0.0944444444444444,1.0,0,1,0,0,0,0,1,0,2,Open Season: Scared Silly
0.023373917993186,0.5194805194805197,0.0168084452188172,0.0955555555555555,1.0,0,0,1,0,0,0,0,0,0,Cop Car
0.023285030985247,0.3636363636363637,0.0007174336373885,0.1033333333333333,1.0,0,0,1,0,0,0,0,0,0,Mojave
0.0229817177129312,0.6103896103896105,0.0191657271702367,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2,Sleeping with Other People
0.0226606088493261,0.5324675324675325,0.0044070923439581,0.1,1.0,1,0,0,0,0,0,0,0,3,Forsaken
0.0223836100118299,0.7792207792207793,0.034334324075023,0.1422222222222222,1.0,0,0,0,0,0,0,0,0,2,Amy
0.0221258013094038,0.4935064935064935,0.0043046018243312,0.1311111111111111,1.0,1,0,0,0,0,0,0,0,3,Madame Bovary
0.0218076937465443,0.4415584415584416,0.0114789381982166,0.1077777777777777,1.0,0,0,0,0,0,1,0,0,0,The Hallow
0.0216477456381247,0.5194805194805197,0.0003074715588808,0.0822222222222222,1.0,0,0,0,0,0,0,0,0,2,Barbie in Princess Power
0.0214423232759846,0.4415584415584416,0.0053295070206005,0.0988888888888888,1.0,0,0,0,0,0,1,0,0,0,Howl
0.0214019421386808,0.7272727272727273,0.007789279491647,0.1144444444444444,1.0,1,0,0,0,1,0,0,0,3,Freeheld
0.0212608810036398,0.6493506493506493,0.0260325919852413,0.0977777777777777,1.0,0,1,0,0,1,0,0,0,2,Man Up
0.0212172863524064,0.4155844155844156,0.0304396843291995,0.1488888888888888,1.0,1,0,0,0,1,0,0,0,3,Love
0.0212063118991752,0.6363636363636365,0.0080967510505278,0.1344444444444444,1.0,1,0,0,0,0,0,0,0,3,Truth
0.0211036613504434,0.4545454545454546,0.0079942605309008,0.1055555555555555,1.0,0,0,1,0,0,0,0,0,0,Return to Sender
0.0209307076054597,0.6623376623376624,0.0106590140412011,0.1188888888888888,1.0,1,1,0,0,0,0,0,0,3,Danny Collins
0.0209034230532274,0.4675324675324675,0.0047145639028389,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2,Rock the Kasbah
0.0209031805238743,0.7142857142857144,0.0135287485907553,0.1288888888888889,1.0,1,0,0,0,0,0,0,0,3,Fathers and Daughters
0.0204248216909037,0.6623376623376624,0.0078917700112739,0.1055555555555555,1.0,1,1,0,0,1,0,0,0,3,"Hello, My Name Is Doris"
0.0202901875837218,0.3896103896103897,0.0157835400225479,0.1011111111111111,1.0,0,0,1,0,0,1,0,0,0,The Vatican Tapes
0.0200512961708435,0.6883116883116884,0.0113764476785897,0.1244444444444444,1.0,1,0,0,0,0,0,0,0,3,99 Homes
