popularity,vote_average,vote_count,runtime,release_year,is_drama,is_comedy,is_thriller,is_action,is_romance,is_horror,is_adventure,is_crime
0.16603841458804358,0.6493506493506493,0.2429025315158348,0.1511111111111111,1.0,0,0,0,0,0,0,1,0
0.165589128961285,0.6103896103896105,0.1936045915752793,0.14444444444444443,1.0,0,0,0,1,0,0,1,0
0.1617973644213926,0.7532467532467533,0.14102695500666187,0.13666666666666666,1.0,1,0,0,1,0,0,0,0
0.14878469450608564,0.5974025974025974,0.21010556523521576,0.12666666666666668,1.0,1,0,1,1,0,0,0,0
0.1427993732313926,0.4935064935064935,0.1901199139079635,0.1388888888888889,1.0,1,0,0,0,1,0,0,0
0.140908978188062,0.7532467532467533,0.15732294762734447,0.14444444444444443,1.0,1,1,0,0,0,0,0,0
0.1384432732028287,0.7272727272727273,0.23972532540739983,0.14555555555555555,1.0,0,0,0,1,0,0,0,0
0.1383776690127946,0.6233766233766234,0.16972430050220355,0.12777777777777777,1.0,0,1,0,0,0,0,0,0
0.1365356585754226,0.7922077922077924,0.39182125653377065,0.14444444444444443,1.0,0,1,0,1,0,0,1,1
0.12315119116169682,0.8181818181818183,0.15875781490212154,0.14222222222222222,1.0,1,0,1,0,0,0,0,0
0.12031960033102831,0.6363636363636365,0.18848006559393257,0.14666666666666667,1.0,0,0,1,1,0,0,0,0
0.11905972097361711,0.6363636363636365,0.04253356564517782,0.11444444444444445,1.0,1,0,0,0,0,0,0,0
0.11821765905938993,0.6623376623376624,0.20293122886133033,0.13333333333333333,1.0,0,0,0,1,0,0,0,1
0.11755697878516926,0.6883116883116884,0.12852311161217586,0.12777777777777777,1.0,0,1,0,0,0,0,0,0
0.11059778089279784,0.7272727272727273,0.1668545659526494,0.15666666666666668,1.0,1,0,1,0,0,0,0,0
0.11048655086819748,0.6103896103896105,0.06046940657989136,0.11444444444444445,1.0,0,1,0,0,0,1,1,0
0.10785829058399794,0.8441558441558443,0.15476068463667111,0.13,1.0,1,0,1,0,0,0,0,0
0.10180945693494192,0.6103896103896105,0.04755560110689761,0.11222222222222222,1.0,1,0,0,0,0,0,0,1
0.1012278109136875,0.6623376623376624,0.11038228963820848,0.10333333333333333,1.0,0,1,0,0,0,0,1,0
0.09814268596044261,0.6233766233766234,0.08240237778005535,0.12666666666666668,1.0,1,0,1,1,0,0,0,1
0.09783828130603754,0.7532467532467533,0.07625294660243928,0.12333333333333334,1.0,1,0,0,0,1,0,0,0
0.09709220038332977,0.8051948051948055,0.09306139182125654,0.16333333333333333,1.0,1,0,0,0,0,0,0,0
0.09338714008719778,0.5324675324675325,0.0890642615558061,0.11777777777777777,1.0,0,0,0,1,0,0,1,0
0.09335733929292628,0.7012987012987015,0.10505278261760788,0.13555555555555557,1.0,1,0,0,0,0,0,0,0
0.09256605696202033,0.7142857142857144,0.15763041918622528,0.1288888888888889,1.0,0,1,0,1,0,0,1,0
0.09173027049480656,0.7532467532467533,0.1241160192682177,0.12444444444444444,1.0,1,0,0,0,1,0,0,0
0.09165147877119349,0.5714285714285716,0.03956134057599672,0.10777777777777778,1.0,0,0,0,1,0,0,1,0
0.0902321666802382,0.7012987012987015,0.10761504560828125,0.10444444444444445,1.0,0,1,0,0,0,0,0,0
0.08998411978427741,0.6103896103896105,0.12729322537665266,0.12111111111111111,1.0,1,0,0,0,1,0,0,0
0.0888953448855319,0.4935064935064935,0.04827303474428615,0.10222222222222223,1.0,1,0,1,0,0,0,0,1
0.08746399727542524,0.6623376623376624,0.06436404632571488,0.13111111111111112,1.0,1,1,1,0,1,0,0,0
0.08740660876722997,0.7272727272727273,0.05657476683406785,0.13111111111111112,1.0,1,0,0,0,1,0,0,0
0.0853320429963313,0.7272727272727273,0.12760069693553347,0.13444444444444445,1.0,0,1,0,0,0,0,0,0
0.08482318609719885,0.6753246753246755,0.11909398380649791,0.13444444444444445,1.0,1,0,0,0,0,0,1,0
0.08468009377882499,0.6363636363636365,0.10156810495029212,0.13777777777777778,1.0,1,1,0,0,0,0,0,0
0.07925962336767892,0.5194805194805197,0.05073280721533258,0.12666666666666668,1.0,0,0,1,1,0,0,0,1
0.07834301399351926,0.6233766233766234,0.06364661268832633,0.1111111111111111,1.0,1,0,0,0,0,0,0,0
0.0781809740694285,0.6103896103896105,0.07266577841549658,0.1288888888888889,1.0,0,0,1,0,0,0,0,0
0.07808371979880492,0.4935064935064935,0.07030849646407708,0.11777777777777777,1.0,0,1,0,0,0,0,1,0
0.0775425155471926,0.7532467532467533,0.08783437532028289,0.13333333333333333,1.0,1,0,0,0,0,0,0,0
0.0773269069522191,0.45454545454545464,0.05882955826586041,0.14777777777777779,1.0,1,0,1,1,0,0,0,1
0.07542008054521084,0.7272727272727273,0.1505585733319668,0.13444444444444445,1.0,1,0,1,1,0,0,0,1
0.0753956153967092,0.3766233766233767,0.15937275801988315,0.1111111111111111,1.0,0,0,0,1,0,0,1,0
0.07471192515010597,0.5584415584415585,0.07071845854258482,0.10222222222222223,1.0,0,0,0,0,0,1,0,0
0.0728924396264102,0.7012987012987015,0.18755765091729015,0.13333333333333333,1.0,0,1,0,1,0,0,0,1
0.07261635027398844,0.6753246753246755,0.18663523624064773,0.11666666666666667,1.0,1,1,0,0,1,0,0,1
0.0713821183956756,0.5194805194805197,0.08301732089781697,0.10666666666666666,1.0,0,0,1,1,0,0,0,1
0.07111433567360011,0.6363636363636365,0.08147996310341295,0.13555555555555557,1.0,1,0,1,1,0,0,1,0
0.07068430081424985,0.5064935064935066,0.027672440299272322,0.10666666666666666,1.0,0,0,1,1,0,0,0,1
0.07068220899857872,0.7532467532467533,0.11899149328687098,0.14777777777777779,1.0,1,0,0,0,0,0,0,0
0.0702609051959428,0.5974025974025974,0.08598954596699807,0.1388888888888889,1.0,0,1,0,0,0,0,0,0
0.06959576844485751,0.7402597402597404,0.026135082504868304,0.11333333333333333,1.0,1,0,1,0,0,0,0,0
0.06915982193252361,0.6753246753246755,0.06241672645280311,0.14555555555555555,1.0,0,0,1,0,0,0,0,1
0.06887769966244159,0.5194805194805197,0.00727682689351235,0.10555555555555556,1.0,0,0,1,0,0,0,0,0
0.06774172248833418,0.5714285714285716,0.05903453930511428,0.12333333333333334,1.0,0,0,0,0,0,0,1,0
0.06564566255351031,0.4675324675324675,0.0017423388336578868,0.12,1.0,0,0,0,1,0,0,1,0
0.06492028757432994,0.8051948051948055,0.05729220047145639,0.11666666666666667,1.0,1,1,0,0,0,0,0,0
0.0648806643412548,0.6363636363636365,0.04140616992928154,0.09777777777777778,1.0,0,1,0,0,0,0,1,0
0.06432542370332742,0.7012987012987015,0.05022035461719791,0.13666666666666666,1.0,1,0,0,0,0,0,0,0
0.0635489962953035,0.5974025974025974,0.03617915342830788,0.1111111111111111,1.0,0,1,0,0,0,0,0,0
0.06308400689292674,0.42857142857142866,0.047453110587270676,0.11,1.0,1,0,1,0,0,1,0,0
0.06277396343106034,0.7532467532467533,0.0718458542584811,0.14222222222222222,1.0,1,0,0,0,1,0,0,0
0.06245424911123603,0.6883116883116884,0.09316388234088348,0.09888888888888889,1.0,0,1,0,0,0,0,0,0
0.06231509789485128,0.4935064935064935,0.010351542482320385,0.11888888888888889,1.0,0,1,0,0,0,0,0,0
0.06214272015708141,0.6883116883116884,0.07133340166034642,0.13666666666666666,1.0,1,0,1,0,0,0,1,0
0.06143832396695078,0.5714285714285716,0.032387004202111304,0.10444444444444445,1.0,1,0,0,1,0,0,0,1
0.06064061460818565,0.5974025974025974,0.08568207440811726,0.11,1.0,0,1,0,0,0,0,1,0
0.06016134629014066,0.45454545454545464,0.059342010863995084,0.10333333333333333,1.0,0,0,1,0,0,1,0,0
0.06002522669067061,0.4675324675324675,0.038331454340473504,0.10555555555555556,1.0,0,0,0,0,0,1,0,0
0.05941059667738424,0.5324675324675325,0.012811314953366813,0.11222222222222222,1.0,1,0,0,0,1,0,0,0
0.05930615747467281,0.5714285714285716,0.03392436199651532,0.15222222222222223,1.0,0,0,1,0,0,0,0,1
0.058409374875135284,0.6623376623376624,0.06364661268832633,0.12,1.0,0,0,1,0,0,0,0,0
0.05774723942479556,0.5454545454545456,0.057189709951829454,0.10666666666666666,1.0,0,1,0,0,0,0,0,0
0.05687228446704387,0.5064935064935066,0.00010249051962693458,0.0,1.0,0,0,0,1,0,0,1,0
0.05677099814592373,0.3376623376623377,0.017525878856205802,0.10666666666666666,1.0,0,0,1,1,0,0,1,0
0.05653789712135242,0.7792207792207793,0.04232858460592395,0.10222222222222223,1.0,0,0,0,0,0,0,1,0
0.0558337131444058,0.5454545454545456,0.02746745926001845,0.10222222222222223,1.0,0,1,0,0,0,0,1,0
0.05526834690598331,0.7012987012987015,0.019165727170236756,0.13111111111111112,1.0,1,0,0,0,0,0,0,0
0.05331259020197178,0.6883116883116884,0.07615045608281235,0.1111111111111111,1.0,0,1,0,0,1,0,0,0
0.05281746652746291,0.5194805194805197,0.032899456800245974,0.10777777777777778,1.0,0,0,0,0,0,1,0,0
0.052602039829504295,0.4935064935064935,0.04222609408629702,0.10444444444444445,1.0,0,1,0,1,0,0,1,0
0.052284690170873456,0.7142857142857144,0.04765809162652455,0.008888888888888889,1.0,0,0,0,0,0,0,1,0
0.0503771058596365,0.5064935064935066,0.015476068463667112,0.1322222222222222,1.0,1,0,0,1,0,0,0,0
0.05005238937190294,0.31168831168831174,0.08199241570154761,0.10111111111111111,1.0,0,0,1,0,0,0,0,0
0.049918573801288064,0.5324675324675325,0.01065901404120119,0.11555555555555555,1.0,0,0,1,1,0,0,0,0
0.04647262580285553,0.6103896103896105,0.036281643947934816,0.11555555555555555,1.0,0,1,0,0,0,0,0,0
0.04577835521321999,0.6493506493506493,0.04468586655734345,0.11222222222222222,1.0,0,1,0,0,0,0,0,0
0.045460581128221086,0.6103896103896105,0.028492364456287795,0.10333333333333333,1.0,0,1,0,0,0,1,0,0
0.04532409773472128,0.5714285714285716,0.07369068361176592,0.10444444444444445,1.0,0,0,1,0,0,1,0,0
0.04496436607162292,0.6233766233766234,0.08588705544737113,0.13555555555555557,1.0,1,0,0,0,0,0,0,1
0.0439283413071932,0.5064935064935066,0.022855385876806397,0.10333333333333333,1.0,0,0,1,1,0,0,0,1
0.043895903006205904,0.5714285714285716,0.03402685251614226,0.10888888888888888,1.0,0,1,0,0,0,1,0,0
0.043756569892806275,0.5454545454545456,0.03197704212360357,0.12555555555555556,1.0,1,0,1,0,0,0,0,0
0.04281628359054279,0.6753246753246755,0.052167674490109665,0.11444444444444445,1.0,0,0,1,1,0,0,0,0
0.04268471141644479,0.7532467532467533,0.04489084759659732,0.11444444444444445,1.0,1,1,0,0,0,0,0,1
0.04208448158350325,0.5714285714285716,0.07020600594445014,0.10666666666666666,1.0,0,1,0,1,0,0,0,0
0.04207784234246006,0.7532467532467533,0.027364968740391515,0.13333333333333333,1.0,1,0,0,0,0,0,0,0
0.04184404404599836,0.3896103896103897,0.0012298862355232143,0.11666666666666667,1.0,0,0,0,1,0,0,1,0
0.04173141947761724,0.5714285714285716,0.03986881213487752,0.13111111111111112,1.0,0,1,0,0,0,0,0,0
0.041256092261561364,0.6233766233766234,0.06426155580608794,0.11777777777777777,1.0,0,0,1,0,0,0,0,0
0.04125309096081581,0.5584415584415585,0.019370708209490623,0.09444444444444444,1.0,0,1,0,0,0,0,0,0
0.041101358534235057,0.4935064935064935,0.040688736291893,0.10666666666666666,1.0,0,0,1,1,0,0,0,1
0.04080304742982853,0.6363636363636365,0.08291483037819003,0.1322222222222222,1.0,1,0,1,0,0,1,0,0
0.04070776371019949,0.4675324675324675,0.016295992620682587,0.1,1.0,0,0,1,1,0,0,0,0
0.04057564584505685,0.6233766233766234,0.05032284513682484,0.12777777777777777,1.0,1,1,0,0,0,0,0,0
0.04057082557416248,0.45454545454545464,0.02634006354412217,0.09777777777777778,1.0,0,0,1,0,0,1,0,0
0.0403095001961153,0.6623376623376624,0.02244542379829866,0.09333333333333334,1.0,0,0,1,0,1,0,0,0
0.03990135361088918,0.7402597402597404,0.026955006661883777,0.13777777777777778,1.0,1,0,0,0,0,0,0,0
0.03987185597830915,0.6103896103896105,0.01967817976837143,0.12333333333333334,1.0,1,0,0,0,0,0,0,1
0.03920108041976253,0.6363636363636365,0.01250384339448601,0.09333333333333334,1.0,0,1,0,0,0,0,0,0
0.03913659792798685,0.5454545454545456,0.05360254176488675,0.10333333333333333,1.0,0,0,0,0,0,0,0,0
0.03894039168126744,0.5844155844155845,0.03525673875166547,0.1111111111111111,1.0,1,0,0,0,0,0,0,1
0.03877022702384531,0.7142857142857144,0.02090806600389464,0.12333333333333334,1.0,1,0,0,0,0,0,1,0
0.03800177276830704,0.7012987012987015,0.033821871476888386,0.09444444444444444,1.0,0,1,0,0,0,0,1,0
0.03794420236309688,0.6233766233766234,0.0033821871476888395,0.12111111111111111,1.0,1,0,0,0,0,0,0,0
0.03774845085891468,0.6233766233766234,0.009429127805677975,0.11777777777777777,1.0,1,1,0,0,0,0,0,0
0.037145189409058435,0.5324675324675325,0.027979911858153125,0.12777777777777777,1.0,1,0,0,1,0,0,0,1
0.036108770534429804,0.5324675324675325,0.06487649892384956,0.09111111111111111,1.0,0,0,1,0,0,1,0,0
0.03573566944073762,0.5194805194805197,0.04735062006764374,0.09666666666666666,1.0,0,1,0,1,0,0,0,1
0.03530799924258084,0.6233766233766234,0.06149431177616071,0.10777777777777778,1.0,1,0,1,0,0,1,0,0
0.035219718558024755,0.5194805194805197,0.017525878856205802,0.10777777777777778,1.0,1,0,1,0,0,0,0,0
0.034704222417849095,0.3896103896103897,0.005022035461719791,0.10777777777777778,1.0,0,0,0,1,0,0,1,0
0.03463479839050245,0.5714285714285716,0.012811314953366813,0.11555555555555555,1.0,1,1,0,0,0,0,0,0
0.03450980482510936,0.5194805194805197,0.040791226811519934,0.12111111111111111,1.0,1,0,1,0,0,0,0,0
0.03419712385652715,0.7792207792207793,0.00010249051962693458,0.10888888888888888,1.0,1,0,0,0,0,0,1,0
0.03411096530381137,0.6753246753246755,0.025520139387106695,0.1,1.0,1,1,0,0,1,0,0,0
0.03253785928677332,0.6233766233766234,0.02152300912165625,0.14666666666666667,1.0,1,0,0,0,0,1,1,0
0.032311670348767516,0.4805194805194806,0.030747155888080354,0.11777777777777777,1.0,0,0,1,0,0,1,0,0
0.03222578464157406,0.6623376623376624,0.014143691708516962,0.12666666666666668,1.0,1,0,0,0,0,0,0,0
0.03172444615239005,0.7272727272727273,0.009634108844931844,0.12,1.0,1,0,0,0,0,0,0,0
0.03158511303899042,0.5584415584415585,0.009224146766424106,0.10666666666666666,1.0,0,0,1,1,0,0,0,0
0.0314780363295632,0.6883116883116884,0.018038331454340476,0.11333333333333333,1.0,1,0,0,0,1,0,0,0
0.03143059152484814,0.4935064935064935,0.01065901404120119,0.10444444444444445,1.0,0,0,1,0,0,1,0,0
0.031151531187849957,0.5844155844155845,0.03699907758532336,0.11222222222222222,1.0,0,1,1,0,0,1,0,1
0.03096420757869062,0.6233766233766234,0.023265347955314136,0.12777777777777777,1.0,0,0,0,1,0,0,1,0
0.03057109781336142,0.5454545454545456,0.020600594445013838,0.1388888888888889,1.0,0,0,0,0,1,1,0,0
0.030528048853172667,0.5974025974025974,0.03166957056472276,0.10555555555555556,1.0,1,0,0,0,0,0,0,0
0.029505241938491036,0.5844155844155845,0.00204981039253869,0.14222222222222222,1.0,1,0,0,0,0,0,0,0
0.028983197505779625,0.5194805194805197,0.0145536537870247,0.1111111111111111,1.0,1,1,0,0,0,0,0,0
0.028908953207538612,0.7402597402597404,0.013221277031874552,0.12444444444444444,1.0,1,1,0,0,1,0,0,0
0.028890733189881262,0.8051948051948055,0.04888797786204776,0.034444444444444444,1.0,0,1,0,1,0,0,0,0
0.02882243086079306,0.5324675324675325,0.011478938198216665,0.1111111111111111,1.0,1,0,1,0,0,0,0,0
0.028447692693966943,0.5584415584415585,0.006046940657989137,0.13333333333333333,1.0,1,0,1,0,0,0,0,1
0.028423075964619574,0.5714285714285716,0.026135082504868304,0.10777777777777778,1.0,1,1,0,0,0,0,0,0
0.028111395429619226,0.5714285714285716,0.06672132827713437,0.1111111111111111,1.0,0,1,0,0,0,0,0,0
0.027799169203574225,0.5584415584415585,0.012401352874859075,0.10555555555555556,1.0,1,0,1,1,0,0,0,1
0.027679268754597825,0.42857142857142866,0.024802705749718153,0.1322222222222222,1.0,0,1,0,0,0,0,0,0
0.027490550601657723,0.4675324675324675,0.008814184687916367,0.1,1.0,0,1,1,0,0,0,0,0
0.027465570078280592,0.5584415584415585,0.025827610945987498,0.13333333333333333,1.0,1,0,0,0,0,0,0,0
0.02723092292908278,0.7272727272727273,0.02265040483755253,0.11777777777777777,1.0,1,0,0,0,0,0,0,0
0.02711514547911037,0.5844155844155845,0.01609101158142872,0.10555555555555556,1.0,1,0,0,0,0,0,0,0
0.02670469486502908,0.6103896103896105,0.04120118889002767,0.10666666666666666,1.0,1,0,0,0,1,0,0,0
0.02668438303170059,0.5194805194805197,0.021010556523521576,0.10666666666666666,1.0,0,1,0,1,0,0,1,0
0.026513793947910393,0.6363636363636365,0.02654504458337604,0.12555555555555556,1.0,1,0,0,0,0,0,0,0
0.02643824605439606,0.3506493506493507,0.004817054422465923,0.09222222222222222,1.0,0,0,1,1,0,0,0,0
0.026105677678853422,0.4805194805194806,0.008404222609408629,0.10444444444444445,1.0,1,1,0,0,0,0,0,0
0.02572881738018701,0.6753246753246755,0.025827610945987498,0.12444444444444444,1.0,0,1,0,1,0,0,1,0
0.02555983505336161,0.6623376623376624,0.0012298862355232143,0.11666666666666667,1.0,0,1,0,0,1,0,0,0
0.025530367736950724,0.7012987012987015,0.02152300912165625,0.1322222222222222,1.0,1,0,0,0,1,0,0,0
0.025370874371068334,0.7532467532467533,0.011888900276724403,0.11777777777777777,1.0,1,0,0,0,0,0,0,0
0.025235846153687576,0.6363636363636365,0.01906323665060982,0.13555555555555557,1.0,1,1,0,0,0,0,0,0
0.02513349876664729,0.7272727272727273,0.010556523521574254,0.11777777777777777,1.0,1,1,0,0,0,0,0,0
0.02490103438162806,0.6363636363636365,0.0004099620785077381,0.05333333333333333,1.0,0,0,0,1,0,0,1,0
0.024878236622429512,0.8051948051948055,0.0066618837757507435,0.10444444444444445,1.0,1,0,1,0,0,0,0,0
0.024681636265511193,0.4805194805194806,0.04704314850876294,0.11666666666666667,1.0,0,1,0,0,1,0,1,0
0.024672147304568178,0.27272727272727276,0.005534488059854464,0.1111111111111111,1.0,0,1,0,0,1,0,0,0
0.024574347342899944,0.4935064935064935,0.002254791431792559,0.07444444444444444,1.0,0,0,0,1,0,0,0,0
0.024122484841763846,0.5454545454545456,0.011478938198216665,0.12,1.0,1,1,0,0,0,0,0,0
0.024022714329101056,0.4675324675324675,0.004817054422465923,0.11222222222222222,1.0,1,0,0,0,0,0,0,0
0.02388623093560124,0.6363636363636365,0.018653274572102082,0.1111111111111111,1.0,0,0,1,0,0,0,0,0
0.023699483333655694,0.3896103896103897,0.004612073383212054,0.1,1.0,1,0,0,0,0,0,0,0
0.02345998559739436,0.5324675324675325,0.0023572819514194937,0.09444444444444444,1.0,0,1,0,0,0,0,1,0
0.023373917993186017,0.5194805194805197,0.01680844521881726,0.09555555555555556,1.0,0,0,1,0,0,0,0,0
0.023285030985247,0.3636363636363637,0.0007174336373885416,0.10333333333333333,1.0,0,0,1,0,0,0,0,0
0.02298171771293122,0.6103896103896105,0.019165727170236756,0.1111111111111111,1.0,0,1,0,0,0,0,0,0
0.022660608849326153,0.5324675324675325,0.0044070923439581845,0.1,1.0,1,0,0,0,0,0,0,0
0.022383610011829973,0.7792207792207793,0.034334324075023064,0.14222222222222222,1.0,0,0,0,0,0,0,0,0
0.02212580130940385,0.4935064935064935,0.00430460182433125,0.13111111111111112,1.0,1,0,0,0,0,0,0,0
0.021807693746544336,0.44155844155844165,0.011478938198216665,0.10777777777777778,1.0,0,0,0,0,0,1,0,0
0.02164774563812474,0.5194805194805197,0.00030747155888080353,0.08222222222222222,1.0,0,0,0,0,0,0,0,0
0.021442323275984637,0.44155844155844165,0.005329507020600595,0.09888888888888889,1.0,0,0,0,0,0,1,0,0
0.021401942138680827,0.7272727272727273,0.007789279491647024,0.11444444444444445,1.0,1,0,0,0,1,0,0,0
0.02126088100363982,0.6493506493506493,0.02603259198524137,0.09777777777777778,1.0,0,1,0,0,1,0,0,0
0.02121728635240643,0.41558441558441567,0.030439684329199555,0.14888888888888888,1.0,1,0,0,0,1,0,0,0
0.021206311899175212,0.6363636363636365,0.008096751050527826,0.13444444444444445,1.0,1,0,0,0,0,0,0,0
0.021103661350443455,0.45454545454545464,0.007994260530900892,0.10555555555555556,1.0,0,0,1,0,0,0,0,0
0.020930707605459793,0.6623376623376624,0.01065901404120119,0.11888888888888889,1.0,1,1,0,0,0,0,0,0
0.020903423053227493,0.4675324675324675,0.004714563902838988,0.1111111111111111,1.0,0,1,0,0,0,0,0,0
0.020903180523874316,0.7142857142857144,0.013528748590755355,0.1288888888888889,1.0,1,0,0,0,0,0,0,0
0.020424821690903733,0.6623376623376624,0.007891770011273957,0.10555555555555556,1.0,1,1,0,0,1,0,0,0
0.02029018758372189,0.3896103896103897,0.015783540022547917,0.10111111111111111,1.0,0,0,1,0,0,1,0,0
0.0200512961708435,0.6883116883116884,0.011376447678589731,0.12444444444444444,1.0,1,0,0,0,0,0,0,0
0.020041958790746217,0.45454545454545464,0.023982781592702677,0.10333333333333333,1.0,0,1,0,0,0,0,0,0
0.019834959987810475,0.5454545454545456,0.009326637286051041,0.13111111111111112,1.0,1,0,0,0,1,0,0,0
0.01982619861492699,0.45454545454545464,0.002562262990673363,0.10777777777777778,1.0,1,0,0,0,0,0,0,0
0.019692261779635525,0.5454545454545456,0.006559393256123809,0.12,1.0,1,0,0,0,0,0,0,0
0.01954547088862573,0.3506493506493507,0.009019165727170236,0.10111111111111111,1.0,0,0,1,0,0,0,0,0
0.019404955444629366,0.7532467532467533,0.029517269652557142,0.0077777777777777776,1.0,0,1,0,0,0,0,0,0
0.019356631471009043,0.41558441558441567,0.012811314953366813,0.10444444444444445,1.0,0,0,1,0,0,0,0,0
0.019206596749900516,0.45454545454545464,0.00010249051962693458,0.09777777777777778,1.0,0,0,0,1,0,0,0,0
0.019083907213362592,0.5714285714285716,0.0004099620785077381,0.12222222222222222,1.0,1,0,1,0,0,0,0,0
0.018403703326211256,0.4675324675324675,0.003484677667315774,0.13111111111111112,1.0,1,0,0,0,0,0,0,0
0.018373053679203635,0.4935064935064935,0.012811314953366813,0.12222222222222222,1.0,1,0,0,0,0,1,0,0
0.018337129018764435,0.27272727272727276,0.0015373577944040177,0.1288888888888889,1.0,1,0,0,0,0,1,0,0
0.01825336544341126,0.5064935064935066,0.01650097365993646,0.11555555555555555,1.0,1,1,0,0,0,0,1,0
0.018180182211090395,0.4805194805194806,0.017628369375832738,0.1111111111111111,1.0,0,0,0,0,0,1,0,0
0.018177271858852283,0.44155844155844165,0.03248949472173824,0.09222222222222222,1.0,0,0,1,0,0,1,0,0
0.017868562308428336,0.6883116883116884,0.013528748590755355,0.08,1.0,0,0,0,1,0,0,1,0
0.017785586953472987,0.5064935064935066,0.004817054422465923,0.10111111111111111,1.0,0,0,1,0,0,0,0,0
0.017713677000256292,0.8181818181818183,0.0026647535103002974,0.1,1.0,0,0,0,0,0,0,1,0
0.017515136408512565,0.44155844155844165,0.023675310033821874,0.1,1.0,0,1,0,0,0,0,0,0
0.01730080109264324,0.5454545454545456,0.012196371835605206,0.10555555555555556,1.0,0,0,1,0,0,0,0,0
0.01726135975658299,0.7792207792207793,0.019165727170236756,0.14666666666666667,1.0,0,0,0,0,0,0,0,0
0.017006370457887537,0.5454545454545456,0.0019473198729117556,0.13333333333333333,1.0,1,0,0,0,0,0,0,0
0.0169976394011732,0.5714285714285716,0.005841959618735268,0.10444444444444445,1.0,1,0,1,0,0,0,0,1
0.01698790791087701,0.5714285714285716,0.0066618837757507435,0.12444444444444444,1.0,1,0,0,0,0,0,0,0
0.016770086235555787,0.7662337662337664,0.013221277031874552,0.14222222222222222,1.0,1,0,0,0,0,0,0,0
0.016629085732853068,0.5064935064935066,0.00430460182433125,0.1,1.0,0,0,0,0,0,1,0,0
0.016606045444301342,0.5844155844155845,0.012606333914112944,0.12333333333333334,1.0,1,0,0,0,0,0,0,0
0.016564542608739095,0.44155844155844165,0.012913805472993749,0.10888888888888888,1.0,1,1,0,0,0,0,0,0
0.01644661271075725,0.5454545454545456,0.004099620785077381,0.09444444444444444,1.0,0,1,0,0,0,0,1,0
0.01614745275361461,0.3376623376623377,0.0,0.1,1.0,0,0,1,0,0,1,0,0
0.016133476999637842,0.5714285714285716,0.015168596904786306,0.09333333333333334,1.0,0,0,0,0,0,0,0,0
0.016132446249886846,0.45454545454545464,0.02429025315158348,0.09666666666666666,1.0,0,0,1,0,0,1,0,0
0.016061051671545652,0.42857142857142866,0.00020498103925386895,0.10333333333333333,1.0,1,1,0,0,0,0,0,0
0.01600366316335037,0.45454545454545464,0.009224146766424106,0.10111111111111111,1.0,0,0,1,0,0,1,0,0
0.01596379740092206,0.7012987012987015,0.008609203648662498,0.10777777777777778,1.0,1,0,0,0,0,0,0,0
0.01589325167531698,0.5064935064935066,0.007379317413139286,0.13555555555555557,1.0,1,0,0,0,1,0,0,0
0.01577001644773441,0.6883116883116884,0.002254791431792559,0.13666666666666666,1.0,1,0,0,0,0,0,0,0
0.015670094354225884,0.4675324675324675,0.0009224146766424106,0.1,1.0,0,0,0,0,0,1,0,0
