cluster_id,popularity,vote_average,vote_count,runtime,release_year,is_drama,is_comedy,is_thriller,is_action,is_romance,is_horror,is_adventure,is_crime
0,0.01700264646104147,0.5320364283019885,0.015875445997962527,0.11040930280211052,0.7638375455802858,0.36422314430613184,0.02028584601198709,0.7999077916090365,0.039188566159520516,0.01429230059935454,0.5919778699861687,0.02028584601198709,0.1747349008759797
1,0.029814891508889874,0.5595222478339362,0.042483873272025324,0.11764363208807649,0.7301412392321501,0.3256373256373256,0.16594516594516595,0.481962481962482,1.0,0.03463203463203463,0.050505050505050504,0.41125541125541126,0.2664742664742665
2,0.01750311854643199,0.5920382265147609,0.017048668936751468,0.10329388955742741,0.7581282135433778,0.0,0.6759927797833934,0.01654632972322503,0.05054151624548736,0.15373044524669074,0.054452466907340555,0.1272563176895307,0.043922984356197355
3,0.01696444224771381,0.6162304139832231,0.015646595508014463,0.12293518237338458,0.7495293045854861,1.0,0.35135135135135137,0.034922563012450655,0.01579107197084725,0.3334345581536593,0.02034618888551473,0.045247494685696936,0.08351047676890373
