popularity,vote_average,vote_count,runtime,release_year,is_drama,is_comedy,is_thriller,is_action,is_romance,is_horror,is_adventure,is_crime,cluster_id
0.0277991692035742,0.5584415584415585,0.012401352874859,0.1055555555555555,1.0,1,0,1,1,0,0,0,1,1
0.0276792687545978,0.4285714285714286,0.0248027057497181,0.1322222222222222,1.0,0,1,0,0,0,0,0,0,2
0.0274905506016577,0.4675324675324675,0.0088141846879163,0.1,1.0,0,1,1,0,0,0,0,0,2
0.0274655700782805,0.5584415584415585,0.0258276109459874,0.1333333333333333,1.0,1,0,0,0,0,0,0,0,3
0.0272309229290827,0.7272727272727273,0.0226504048375525,0.1177777777777777,1.0,1,0,0,0,0,0,0,0,3
0.0271151454791103,0.5844155844155845,0.0160910115814287,0.1055555555555555,1.0,1,0,0,0,0,0,0,0,3
0.026704694865029,0.6103896103896105,0.0412011888900276,0.1066666666666666,1.0,1,0,0,0,1,0,0,0,3
0.0266843830317005,0.5194805194805197,0.0210105565235215,0.1066666666666666,1.0,0,1,0,1,0,0,1,0,1
0.0265137939479103,0.6363636363636365,0.026545044583376,0.1255555555555555,1.0,1,0,0,0,0,0,0,0,3
0.026438246054396,0.3506493506493507,0.0048170544224659,0.0922222222222222,1.0,0,0,1,1,0,0,0,0,1
0.0261056776788534,0.4805194805194806,0.0084042226094086,0.1044444444444444,1.0,1,1,0,0,0,0,0,0,3
0.025728817380187,0.6753246753246755,0.0258276109459874,0.1244444444444444,1.0,0,1,0,1,0,0,1,0,1
0.0255598350533616,0.6623376623376624,0.0012298862355232,0.1166666666666666,1.0,0,1,0,0,1,0,0,0,2
0.0255303677369507,0.7012987012987015,0.0215230091216562,0.1322222222222222,1.0,1,0,0,0,1,0,0,0,3
0.0253708743710683,0.7532467532467533,0.0118889002767244,0.1177777777777777,1.0,1,0,0,0,0,0,0,0,3
0.0252358461536875,0.6363636363636365,0.0190632366506098,0.1355555555555555,1.0,1,1,0,0,0,0,0,0,3
0.0251334987666472,0.7272727272727273,0.0105565235215742,0.1177777777777777,1.0,1,1,0,0,0,0,0,0,3
0.024901034381628,0.6363636363636365,0.0004099620785077,0.0533333333333333,1.0,0,0,0,1,0,0,1,0,1
0.0248782366224295,0.8051948051948055,0.0066618837757507,0.1044444444444444,1.0,1,0,1,0,0,0,0,0,0
0.0246816362655111,0.4805194805194806,0.0470431485087629,0.1166666666666666,1.0,0,1,0,0,1,0,1,0,2
0.0246721473045681,0.2727272727272727,0.0055344880598544,0.1111111111111111,1.0,0,1,0,0,1,0,0,0,2
0.0245743473428999,0.4935064935064935,0.0022547914317925,0.0744444444444444,1.0,0,0,0,1,0,0,0,0,1
0.0241224848417638,0.5454545454545456,0.0114789381982166,0.12,1.0,1,1,0,0,0,0,0,0,3
0.024022714329101,0.4675324675324675,0.0048170544224659,0.1122222222222222,1.0,1,0,0,0,0,0,0,0,3
0.0238862309356012,0.6363636363636365,0.018653274572102,0.1111111111111111,1.0,0,0,1,0,0,0,0,0,0
0.0236994833336556,0.3896103896103897,0.004612073383212,0.1,1.0,1,0,0,0,0,0,0,0,3
0.0234599855973943,0.5324675324675325,0.0023572819514194,0.0944444444444444,1.0,0,1,0,0,0,0,1,0,2
0.023373917993186,0.5194805194805197,0.0168084452188172,0.0955555555555555,1.0,0,0,1,0,0,0,0,0,0
0.023285030985247,0.3636363636363637,0.0007174336373885,0.1033333333333333,1.0,0,0,1,0,0,0,0,0,0
0.0229817177129312,0.6103896103896105,0.0191657271702367,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2
0.0226606088493261,0.5324675324675325,0.0044070923439581,0.1,1.0,1,0,0,0,0,0,0,0,3
0.0223836100118299,0.7792207792207793,0.034334324075023,0.1422222222222222,1.0,0,0,0,0,0,0,0,0,2
0.0221258013094038,0.4935064935064935,0.0043046018243312,0.1311111111111111,1.0,1,0,0,0,0,0,0,0,3
0.0218076937465443,0.4415584415584416,0.0114789381982166,0.1077777777777777,1.0,0,0,0,0,0,1,0,0,0
0.0216477456381247,0.5194805194805197,0.0003074715588808,0.0822222222222222,1.0,0,0,0,0,0,0,0,0,2
0.0214423232759846,0.4415584415584416,0.0053295070206005,0.0988888888888888,1.0,0,0,0,0,0,1,0,0,0
0.0214019421386808,0.7272727272727273,0.007789279491647,0.1144444444444444,1.0,1,0,0,0,1,0,0,0,3
0.0212608810036398,0.6493506493506493,0.0260325919852413,0.0977777777777777,1.0,0,1,0,0,1,0,0,0,2
0.0212172863524064,0.4155844155844156,0.0304396843291995,0.1488888888888888,1.0,1,0,0,0,1,0,0,0,3
0.0212063118991752,0.6363636363636365,0.0080967510505278,0.1344444444444444,1.0,1,0,0,0,0,0,0,0,3
0.0211036613504434,0.4545454545454546,0.0079942605309008,0.1055555555555555,1.0,0,0,1,0,0,0,0,0,0
0.0209307076054597,0.6623376623376624,0.0106590140412011,0.1188888888888888,1.0,1,1,0,0,0,0,0,0,3
0.0209034230532274,0.4675324675324675,0.0047145639028389,0.1111111111111111,1.0,0,1,0,0,0,0,0,0,2
0.0209031805238743,0.7142857142857144,0.0135287485907553,0.1288888888888889,1.0,1,0,0,0,0,0,0,0,3
0.0204248216909037,0.6623376623376624,0.0078917700112739,0.1055555555555555,1.0,1,1,0,0,1,0,0,0,3
0.0202901875837218,0.3896103896103897,0.0157835400225479,0.1011111111111111,1.0,0,0,1,0,0,1,0,0,0
0.0200512961708435,0.6883116883116884,0.0113764476785897,0.1244444444444444,1.0,1,0,0,0,0,0,0,0,3
0.0200419587907462,0.4545454545454546,0.0239827815927026,0.1033333333333333,1.0,0,1,0,0,0,0,0,0,2
0.0198349599878104,0.5454545454545456,0.009326637286051,0.1311111111111111,1.0,1,0,0,0,1,0,0,0,3
0.0198261986149269,0.4545454545454546,0.0025622629906733,0.1077777777777777,1.0,1,0,0,0,0,0,0,0,3
0.0196922617796355,0.5454545454545456,0.0065593932561238,0.12,1.0,1,0,0,0,0,0,0,0,3
0.0195454708886257,0.3506493506493507,0.0090191657271702,0.1011111111111111,1.0,0,0,1,0,0,0,0,0,0
0.0194049554446293,0.7532467532467533,0.0295172696525571,0.0077777777777777,1.0,0,1,0,0,0,0,0,0,2
0.019356631471009,0.4155844155844156,0.0128113149533668,0.1044444444444444,1.0,0,0,1,0,0,0,0,0,0
0.0192065967499005,0.4545454545454546,0.0001024905196269,0.0977777777777777,1.0,0,0,0,1,0,0,0,0,1
0.0190839072133625,0.5714285714285716,0.0004099620785077,0.1222222222222222,1.0,1,0,1,0,0,0,0,0,0
0.0184037033262112,0.4675324675324675,0.0034846776673157,0.1311111111111111,1.0,1,0,0,0,0,0,0,0,3
0.0183730536792036,0.4935064935064935,0.0128113149533668,0.1222222222222222,1.0,1,0,0,0,0,1,0,0,3
0.0183371290187644,0.2727272727272727,0.001537357794404,0.1288888888888889,1.0,1,0,0,0,0,1,0,0,0
0.0182533654434112,0.5064935064935066,0.0165009736599364,0.1155555555555555,1.0,1,1,0,0,0,0,1,0,3
0.0181801822110903,0.4805194805194806,0.0176283693758327,0.1111111111111111,1.0,0,0,0,0,0,1,0,0,0
0.0181772718588522,0.4415584415584416,0.0324894947217382,0.0922222222222222,1.0,0,0,1,0,0,1,0,0,0
0.0178685623084283,0.6883116883116884,0.0135287485907553,0.08,1.0,0,0,0,1,0,0,1,0,1
0.0177855869534729,0.5064935064935066,0.0048170544224659,0.1011111111111111,1.0,0,0,1,0,0,0,0,0,0
0.0177136770002562,0.8181818181818183,0.0026647535103002,0.1,1.0,0,0,0,0,0,0,1,0,2
0.0175151364085125,0.4415584415584416,0.0236753100338218,0.1,1.0,0,1,0,0,0,0,0,0,2
0.0173008010926432,0.5454545454545456,0.0121963718356052,0.1055555555555555,1.0,0,0,1,0,0,0,0,0,0
0.0172613597565829,0.7792207792207793,0.0191657271702367,0.1466666666666666,1.0,0,0,0,0,0,0,0,0,2
0.0170063704578875,0.5454545454545456,0.0019473198729117,0.1333333333333333,1.0,1,0,0,0,0,0,0,0,3
0.0169976394011732,0.5714285714285716,0.0058419596187352,0.1044444444444444,1.0,1,0,1,0,0,0,0,1,0
0.016987907910877,0.5714285714285716,0.0066618837757507,0.1244444444444444,1.0,1,0,0,0,0,0,0,0,3
0.0167700862355557,0.7662337662337664,0.0132212770318745,0.1422222222222222,1.0,1,0,0,0,0,0,0,0,3
0.016629085732853,0.5064935064935066,0.0043046018243312,0.1,1.0,0,0,0,0,0,1,0,0,0
